"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
054148,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,LOS ANGELES,Hours of physical-restraint use,0.00,0,17616,,Hours of seclusion use,0.00,0,17616,,Patients discharged on multiple antipsychotic medications with appropriate justification,97,39,,Screening for metabolic disorders (SMD),0,358,,Alcohol use brief intervention provided or offered,100,2180,,100,2180,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,2180,,100,2180,,Tobacco use treatment provided or offered,0,2321,,0,2321,,Tobacco use treatment provided or offered at discharge,0,2321,,0,2321,,Transition record with specified elements received by discharged patients (TR1),100,3816,,Timely transmission of transition record (TR2),41,3816,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),21,1834,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054149,WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,CA,94578,ALAMEDA,Hours of physical-restraint use,0.08,4.76,2619,,Hours of seclusion use,0.29,18.13,2619,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),0,133,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),100,392,,Timely transmission of transition record (TR2),100,392,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),32,207,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054150,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,3840 HOMESTEAD ROAD,SANTA CLARA,CA,95051,SANTA CLARA,Hours of physical-restraint use,0.29,33.2,4786,,Hours of seclusion use,0.05,6.27,4786,,Patients discharged on multiple antipsychotic medications with appropriate justification,66,29,,Screening for metabolic disorders (SMD),100,266,,Alcohol use brief intervention provided or offered,82,50,,85,48,,Alcohol and other drug use disorder treatment provided or offered at discharge,86,152,,76,152,,Tobacco use treatment provided or offered,95,83,,75,83,,Tobacco use treatment provided or offered at discharge,92,74,,34,74,,Transition record with specified elements received by discharged patients (TR1),89,473,,Timely transmission of transition record (TR2),87,473,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),100,210,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054151,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",1287 FULTON ROAD,SANTA ROSA,CA,95401,SONOMA,Hours of physical-restraint use,0.04,60.77,59454,,Hours of seclusion use,0.12,165.44,59454,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,29,,Screening for metabolic disorders (SMD),53,337,,Alcohol use brief intervention provided or offered,7,174,,50,22,,Alcohol and other drug use disorder treatment provided or offered at discharge,15,151,,14,151,,Tobacco use treatment provided or offered,42,178,,21,129,,Tobacco use treatment provided or offered at discharge,7,128,,2,128,,Transition record with specified elements received by discharged patients (TR1),4,731,,Timely transmission of transition record (TR2),1,731,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,39,251,,18.3,251,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,70.1,388,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),80,365,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054152,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,"2250 SOQUEL AVENUE, SUITE 150",SANTA CRUZ,CA,95062,SANTA CRUZ,Hours of physical-restraint use,0.63,82.32,5432,,Hours of seclusion use,0.15,20.1,5432,,Patients discharged on multiple antipsychotic medications with appropriate justification,9,135,,Screening for metabolic disorders (SMD),3,311,,Alcohol use brief intervention provided or offered,73,338,,88,278,,Alcohol and other drug use disorder treatment provided or offered at discharge,28,46,,28,46,,Tobacco use treatment provided or offered,33,250,,51,160,,Tobacco use treatment provided or offered at discharge,0,57,,0,57,,Transition record with specified elements received by discharged patients (TR1),85,412,,Timely transmission of transition record (TR2),84,412,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.7,12,,33.3,12,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),14,201,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054153,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,CA,90806,LOS ANGELES,Hours of physical-restraint use,0.00,0,10006,,Hours of seclusion use,0.00,0,10006,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),93,713,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,516,,0,514,,Tobacco use treatment provided or offered at discharge,100,109,,0,109,,Transition record with specified elements received by discharged patients (TR1),97,893,,Timely transmission of transition record (TR2),0,893,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54,63,,23.8,63,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,70,100,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),95,449,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054154,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BOULEVARD,SAN JOSE,CA,95138,SANTA CLARA,Hours of physical-restraint use,0.08,116.34,63179,,Hours of seclusion use,0.03,49.88,63179,,Patients discharged on multiple antipsychotic medications with appropriate justification,8,65,,Screening for metabolic disorders (SMD),47,402,,Alcohol use brief intervention provided or offered,25,44,,9,34,,Alcohol and other drug use disorder treatment provided or offered at discharge,14,163,,10,163,,Tobacco use treatment provided or offered,73,171,,3,151,,Tobacco use treatment provided or offered at discharge,30,129,,0,129,,Transition record with specified elements received by discharged patients (TR1),3,630,,Timely transmission of transition record (TR2),3,630,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.3,198,,17.2,198,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,64.6,274,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),79,271,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054155,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",5201 WHITE LANE,BAKERSFIELD,CA,93309,KERN,Hours of physical-restraint use,0.10,46.31,18397,,Hours of seclusion use,0.38,168.85,18397,,Patients discharged on multiple antipsychotic medications with appropriate justification,53,34,,Screening for metabolic disorders (SMD),100,408,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),97,721,,Timely transmission of transition record (TR2),94,721,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,39.8,113,,17.7,113,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,75.2,234,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),87,364,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
054157,GLENDORA  HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,Timely transmission of transition record (TR2),Not Available,Not Available,5,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40,25,,20,25,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
060009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,Hours of physical-restraint use,0.21,86.08,16967,,Hours of seclusion use,1.41,574.91,16967,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,29,,Screening for metabolic disorders (SMD),26,162,,Alcohol use brief intervention provided or offered,97,315,,97,305,,Alcohol and other drug use disorder treatment provided or offered at discharge,85,318,,80,318,,Tobacco use treatment provided or offered,67,248,,41,246,,Tobacco use treatment provided or offered at discharge,12,203,,3,203,,Transition record with specified elements received by discharged patients (TR1),62,592,,Timely transmission of transition record (TR2),32,592,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48,75,,18.7,75,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,73.1,119,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),71,286,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
