"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.951,,04/01/2021,03/31/2022
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.855,,04/01/2021,03/31/2022
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.968,,04/01/2021,03/31/2022
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.164,,04/01/2021,03/31/2022
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.063,,04/01/2021,03/31/2022
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.713,,04/01/2021,03/31/2022
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.996,,04/01/2021,03/31/2022
WA,HAI_3_SIR,SSI - Colon Surgery,0.846,,04/01/2021,03/31/2022
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.545,,04/01/2021,03/31/2022
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.132,,04/01/2021,03/31/2022
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.798,,04/01/2021,03/31/2022
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.666,,04/01/2021,03/31/2022
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.919,,04/01/2021,03/31/2022
WA,HAI_5_SIR,MRSA Bacteremia,0.785,,04/01/2021,03/31/2022
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.492,,04/01/2021,03/31/2022
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.567,,04/01/2021,03/31/2022
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.528,,04/01/2021,03/31/2022
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.769,,04/01/2021,03/31/2022
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.970,,04/01/2021,03/31/2022
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.865,,04/01/2021,03/31/2022
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.798,,04/01/2021,03/31/2022
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.985,,04/01/2021,03/31/2022
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.888,,04/01/2021,03/31/2022
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.717,,04/01/2021,03/31/2022
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.994,,04/01/2021,03/31/2022
WI,HAI_3_SIR,SSI - Colon Surgery,0.847,,04/01/2021,03/31/2022
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.675,,04/01/2021,03/31/2022
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.301,,04/01/2021,03/31/2022
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.950,,04/01/2021,03/31/2022
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.485,,04/01/2021,03/31/2022
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.734,,04/01/2021,03/31/2022
WI,HAI_5_SIR,MRSA Bacteremia,0.600,,04/01/2021,03/31/2022
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.635,,04/01/2021,03/31/2022
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.725,,04/01/2021,03/31/2022
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.679,,04/01/2021,03/31/2022
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.020,,04/01/2021,03/31/2022
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.334,,04/01/2021,03/31/2022
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.169,,04/01/2021,03/31/2022
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.563,,04/01/2021,03/31/2022
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.768,,04/01/2021,03/31/2022
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.659,,04/01/2021,03/31/2022
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.726,,04/01/2021,03/31/2022
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.239,,04/01/2021,03/31/2022
WV,HAI_3_SIR,SSI - Colon Surgery,0.957,,04/01/2021,03/31/2022
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.266,,04/01/2021,03/31/2022
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.933,,04/01/2021,03/31/2022
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.524,,04/01/2021,03/31/2022
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.393,,04/01/2021,03/31/2022
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.913,,04/01/2021,03/31/2022
WV,HAI_5_SIR,MRSA Bacteremia,1.637,,04/01/2021,03/31/2022
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.677,,04/01/2021,03/31/2022
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.806,,04/01/2021,03/31/2022
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.740,,04/01/2021,03/31/2022
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.803,,04/01/2021,03/31/2022
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,2.091,,04/01/2021,03/31/2022
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.333,,04/01/2021,03/31/2022
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.362,,04/01/2021,03/31/2022
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.004,,04/01/2021,03/31/2022
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.623,,04/01/2021,03/31/2022
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.007,,04/01/2021,03/31/2022
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.670,,04/01/2021,03/31/2022
WY,HAI_3_SIR,SSI - Colon Surgery,0.136,,04/01/2021,03/31/2022
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.031,,04/01/2021,03/31/2022
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.081,,04/01/2021,03/31/2022
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.625,,04/01/2021,03/31/2022
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.218,,04/01/2021,03/31/2022
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.655,,04/01/2021,03/31/2022
WY,HAI_5_SIR,MRSA Bacteremia,0.686,,04/01/2021,03/31/2022
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.336,,04/01/2021,03/31/2022
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.667,,04/01/2021,03/31/2022
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.480,,04/01/2021,03/31/2022
