"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite","PSI 90 Composite Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
YUMA REGIONAL MEDICAL CENTER,030013,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.0380,,N/A,5,1.5600,,N/A,5,1.1780,,N/A,5,0.5060,,N/A,5,0.9510,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,030014,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.6310,,N/A,5,0.9050,,N/A,5,0.6560,,N/A,5,0.6940,,N/A,5,2.2350,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,2023,N/A,5,N/A,5,N/A,N/A,2.1450,,N/A,5,0.5070,,N/A,5,1.2300,,N/A,5,0.3360,,N/A,5,0.5520,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VALLEYWISE HEALTH MEDICAL CENTER,030022,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.4330,,N/A,5,0.5610,,N/A,5,0.3800,,N/A,5,0.4300,,N/A,5,2.3480,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FLAGSTAFF MEDICAL CENTER,030023,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.4090,,N/A,5,0.0970,,N/A,5,0.7890,,N/A,5,0.7150,,N/A,5,0.6990,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.9940,,N/A,5,0.3180,,N/A,5,0.9670,,N/A,5,0.3240,,N/A,5,0.9870,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ABRAZO CENTRAL CAMPUS,030030,AZ,2023,N/A,5,N/A,5,N/A,N/A,2.9580,,N/A,5,1.1190,,N/A,5,0.6810,,N/A,5,0.6700,,N/A,5,0.6000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.3280,,N/A,5,0.8040,,N/A,5,1.1620,,N/A,5,0.8780,,N/A,5,1.0290,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST LUKE'S MEDICAL CENTER,030037,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.7410,,N/A,5,N/A,13,N/A,5,1.6000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.7590,,N/A,5,0.9990,,N/A,5,1.0460,,N/A,5,0.4140,,N/A,5,1.8450,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CANYON VISTA MEDICAL CENTER,030043,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.3490,,N/A,5,1.0490,,N/A,5,0.0000,,N/A,5,0.6880,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.7590,,N/A,5,0.4180,,N/A,5,N/A,13,N/A,5,0.1320,,N/A,5,0.9580,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER BOSWELL MEDICAL CENTER,030061,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.4170,,N/A,5,0.6580,,N/A,5,0.2530,,N/A,5,0.6770,,N/A,5,1.1980,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.9900,,N/A,5,0.3650,,N/A,5,0.6890,,N/A,5,1.1980,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.9370,,N/A,5,0.3820,,N/A,5,1.0670,,N/A,5,0.7780,,N/A,5,0.8760,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER DESERT MEDICAL CENTER,030065,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.2470,,N/A,5,0.5550,,N/A,5,0.6680,,N/A,5,0.4400,,N/A,5,0.6740,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,1.1460,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.6270,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,2.1010,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SELLS HOSPITAL,030074,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SAN CARLOS APACHE HEALTHCARE CORP,030077,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PHOENIX INDIAN MEDICAL CENTER,030078,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ABRAZO SCOTTSDALE CAMPUS,030083,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.4050,,N/A,5,0.0000,,N/A,5,0.8130,,N/A,5,0.5170,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,030084,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.0540,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWEST MEDICAL CENTER,030085,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.7110,,N/A,5,0.5450,,N/A,5,0.4410,,N/A,5,0.4900,,N/A,5,2.2090,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,030087,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.7580,,N/A,5,0.5660,,N/A,5,0.9020,,N/A,5,0.4390,,N/A,5,0.7700,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER BAYWOOD MEDICAL CENTER,030088,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.6020,,N/A,5,0.8780,,N/A,5,1.1580,,N/A,5,0.9950,,N/A,5,0.4920,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER THUNDERBIRD MEDICAL CENTER,030089,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.3250,,N/A,5,0.5900,,N/A,5,0.8750,,N/A,5,0.5120,,N/A,5,0.6980,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HONORHEALTH DEER VALLEY MEDICAL CENTER,030092,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.6830,,N/A,5,1.0550,,N/A,5,1.2190,,N/A,5,0.4020,,N/A,5,0.7760,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER DEL E. WEBB MEDICAL CENTER,030093,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.0670,,N/A,5,0.5620,,N/A,5,0.2170,,N/A,5,0.4770,,N/A,5,1.0210,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ABRAZO ARROWHEAD HOSPITAL,030094,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.2770,,N/A,5,0.3680,,N/A,5,0.2090,,N/A,5,0.2360,,N/A,5,0.5230,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WESTERN ARIZONA REGIONAL MEDICAL CENTER,030101,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.6940,,N/A,5,1.3730,,N/A,5,0.6560,,N/A,5,0.1610,,N/A,5,0.6610,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MAYO CLINIC HOSPITAL,030103,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.4960,,N/A,5,0.7550,,N/A,5,0.8490,,N/A,5,0.5390,,N/A,5,0.4550,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER HEART HOSPITAL,030105,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.3480,,N/A,5,0.3600,,N/A,5,N/A,12,N/A,5,1.1530,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ARIZONA SPINE AND JOINT HOSPITAL,030107,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
THE CORE INSTITUTE SPECIALTY HOSP,030108,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ABRAZO WEST CAMPUS,030110,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.1020,,N/A,5,0.1660,,N/A,5,0.0000,,N/A,5,0.1280,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,030111,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.3760,,N/A,5,0.7160,,N/A,5,0.8330,,N/A,5,0.3020,,N/A,5,1.7980,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,030112,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WHITERIVER PHS INDIAN HOSPITAL,030113,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ORO VALLEY HOSPITAL,030114,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.5690,,N/A,5,1.6020,,N/A,5,N/A,13,N/A,5,0.4280,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER ESTRELLA MEDICAL CENTER,030115,AZ,2023,N/A,5,N/A,5,N/A,N/A,2.1240,,N/A,5,1.4630,,N/A,5,0.8140,,N/A,5,0.4990,,N/A,5,1.6010,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VALLEY VIEW MEDICAL CENTER,030117,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.8570,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MERCY GILBERT MEDICAL CENTER,030119,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.6110,,N/A,5,1.2980,,N/A,5,0.4850,,N/A,5,0.2380,,N/A,5,1.4060,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"MOUNTAIN VISTA MEDICAL CENTER, LP",030121,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.1910,,N/A,5,1.5570,,N/A,5,3.1480,,N/A,5,0.2240,,N/A,5,2.1690,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER GATEWAY MEDICAL CENTER,030122,AZ,2023,N/A,5,N/A,5,N/A,N/A,1.7610,,N/A,5,1.8350,,N/A,5,0.7050,,N/A,5,0.8030,,N/A,5,0.7650,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,030123,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.6460,,N/A,5,1.1410,,N/A,5,0.5040,,N/A,5,0.5020,,N/A,5,2.9780,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER IRONWOOD MEDICAL CENTER,030130,AZ,2023,N/A,5,N/A,5,N/A,N/A,2.8490,,N/A,5,0.0000,,N/A,5,1.4080,,N/A,5,0.7610,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
O.A.S.I.S. HOSPITAL,030131,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER GOLDFIELD MEDICAL CENTER,030134,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.5550,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,030136,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SANTA CRUZ VALLEY REGIONAL HOSPITAL,030137,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WESTERN REGIONAL MEDICAL CENTER,030138,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,18,N/A,5,N/A,18,N/A,5,0.7940,,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,030139,AZ,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.1340,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HONORHEALTH SONORAN CROSSING MEDICAL CENTER,030146,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,18,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BANNER OCOTILLO MEDICAL CENTER,030147,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.3900,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWEST MEDICAL CENTER SAHUARITA,030148,AZ,2023,N/A,5,N/A,5,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SILOAM SPRINGS REGIONAL HOSPITAL,040001,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,1.9360,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JOHNSON REGIONAL MEDICAL CENTER,040002,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WASHINGTON REGIONAL MEDICAL CENTER,040004,AR,2023,N/A,5,N/A,5,N/A,N/A,1.3170,,N/A,5,0.9070,,N/A,5,0.6490,,N/A,5,0.2790,,N/A,5,0.8120,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHI-ST VINCENT INFIRMARY,040007,AR,2023,N/A,5,N/A,5,N/A,N/A,1.1670,,N/A,5,0.2340,,N/A,5,0.6240,,N/A,5,0.2080,,N/A,5,1.1350,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MERCY HOSPITAL NORTHWEST ARKANSAS,040010,AR,2023,N/A,5,N/A,5,N/A,N/A,1.3530,,N/A,5,0.5680,,N/A,5,1.4130,,N/A,5,0.6120,,N/A,5,1.4870,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHAMBERS MEMORIAL HOSPITAL,040011,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WHITE COUNTY MEDICAL CENTER,040014,AR,2023,N/A,5,N/A,5,N/A,N/A,0.7670,,N/A,5,1.2110,,N/A,5,0.4560,,N/A,5,0.6520,,N/A,5,0.5210,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MENA REGIONAL HEALTH SYSTEM,040015,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UAMS MEDICAL CENTER,040016,AR,2023,N/A,5,N/A,5,N/A,N/A,2.0870,,N/A,5,1.1990,,N/A,5,1.2490,,N/A,5,0.3600,,N/A,5,1.2380,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTH ARKANSAS REGIONAL MEDICAL CENTER,040017,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.3210,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAPTIST HEALTH - VAN BUREN,040018,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FORREST CITY MEDICAL CENTER,040019,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST BERNARDS MEDICAL CENTER,040020,AR,2023,N/A,5,N/A,5,N/A,N/A,1.2640,,N/A,5,0.4710,,N/A,5,2.8360,,N/A,5,0.5380,,N/A,5,2.5840,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWEST MEDICAL CENTER-SPRINGDALE,040022,AR,2023,N/A,5,N/A,5,N/A,N/A,2.7050,,N/A,5,1.0920,,N/A,5,2.0000,,N/A,5,0.3230,,N/A,5,0.9870,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST VINCENT HOT SPRINGS,040026,AR,2023,N/A,5,N/A,5,N/A,N/A,0.2450,,N/A,5,0.4940,,N/A,5,0.0000,,N/A,5,0.0410,,N/A,5,1.9560,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAXTER REGIONAL MEDICAL CENTER,040027,AR,2023,N/A,5,N/A,5,N/A,N/A,2.4340,,N/A,5,0.9890,,N/A,5,0.0000,,N/A,5,0.3550,,N/A,5,2.9610,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"CONWAY REGIONAL MEDICAL CENTER, INC",040029,AR,2023,N/A,5,N/A,5,N/A,N/A,2.0440,,N/A,5,0.5420,,N/A,5,0.5130,,N/A,5,0.6070,,N/A,5,2.8040,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,040036,AR,2023,N/A,5,N/A,5,N/A,N/A,0.5330,,N/A,5,0.6280,,N/A,5,2.1320,,N/A,5,0.2330,,N/A,5,2.2250,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ARKANSAS METHODIST MEDICAL CENTER,040039,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.6730,,N/A,5,N/A,13,N/A,5,0.8070,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST MARYS REGIONAL MEDICAL CENTER,040041,AR,2023,N/A,5,N/A,5,N/A,N/A,0.8770,,N/A,5,1.1340,,N/A,5,N/A,13,N/A,5,0.8800,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FIVE RIVERS MEDICAL CENTER,040047,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OUACHITA COUNTY MEDICAL CENTER,040050,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.4650,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DREW MEMORIAL HEALTH SYSTEM,040051,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.5640,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAPTIST HEALTH - FORT SMITH,040055,AR,2023,N/A,5,N/A,5,N/A,N/A,1.4780,,N/A,5,0.4670,,N/A,5,0.3570,,N/A,5,0.2440,,N/A,5,2.0930,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MERCY HOSPITAL FORT SMITH,040062,AR,2023,N/A,5,N/A,5,N/A,N/A,1.3850,,N/A,5,0.7660,,N/A,5,1.0760,,N/A,5,0.1640,,N/A,5,1.6240,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MAGNOLIA HOSPITAL,040067,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GREAT RIVER MEDICAL CENTER,040069,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JEFFERSON REGIONAL MEDICAL CENTER,040071,AR,2023,N/A,5,N/A,5,N/A,N/A,2.0860,,N/A,5,0.8280,,N/A,5,1.0950,,N/A,5,0.5500,,N/A,5,1.9740,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,040072,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,040076,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NATIONAL PARK MEDICAL CENTER,040078,AR,2023,N/A,5,N/A,5,N/A,N/A,3.1610,,N/A,5,1.6710,,N/A,5,0.7130,,N/A,5,0.0920,,N/A,5,0.4550,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SALINE MEMORIAL HOSPITAL,040084,AR,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.5000,,N/A,5,N/A,13,N/A,5,0.5610,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HELENA REGIONAL MEDICAL CENTER,040085,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEDICAL CENTER OF SOUTH ARKANSAS,040088,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,0.8700,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,040114,AR,2023,N/A,5,N/A,5,N/A,N/A,0.7960,,N/A,5,0.8020,,N/A,5,0.8370,,N/A,5,0.1950,,N/A,5,1.3680,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",040118,AR,2023,N/A,5,N/A,5,N/A,N/A,0.6840,,N/A,5,0.4080,,N/A,5,0.0000,,N/A,5,0.6900,,N/A,5,1.8290,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WHITE RIVER MEDICAL CENTER,040119,AR,2023,N/A,5,N/A,5,N/A,N/A,2.7730,,N/A,5,0.8100,,N/A,5,0.3070,,N/A,5,0.0960,,N/A,5,2.8180,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LEO N LEVI MEMORIAL HOSPITAL,040132,AR,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"ARKANSAS HEART HOSPITAL, LLC",040134,AR,2023,N/A,5,N/A,5,N/A,N/A,0.1650,,N/A,5,1.0210,,N/A,5,N/A,13,N/A,5,0.2530,,N/A,5,0.6140,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST VINCENT MEDICAL CENTER/NORTH,040137,AR,2023,N/A,5,N/A,5,N/A,N/A,1.6570,,N/A,5,0.1130,,N/A,5,N/A,13,N/A,5,0.6380,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
